Country,Disease,Indicator,Year,Gender,Value
Bangladesh,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,50.96 [44.86-57.62]
Bangladesh,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,40.2 [35.1-45.22]
Barbados,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,18.33 [13.55-23.01]
Barbados,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,19.97 [15.41-24.38]
Barbados,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,16.82 [11.77-21.94]
Barbados,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,10.24 [7.57-12.85]
Barbados,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,13.06 [10.08-15.94]
Barbados,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,7.91 [5.54-10.32]
Belarus,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,82.97 [60.93-109.4]
Belarus,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,88.36 [68.53-110.7]
Belarus,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,78.27 [51.67-108.8]
Belarus,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,45.42 [33.36-59.89]
Belarus,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,68.61 [53.22-85.96]
Belarus,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,30.41 [20.08-42.29]
Belgium,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,14.65 [9.49-20.28]
Belgium,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,15.67 [10.95-20.42]
Belgium,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,13.66 [7.8-20.41]
Belgium,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,5.92 [3.83-8.19]
Belgium,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,7.97 [5.57-10.39]
Belgium,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,4.09 [2.33-6.11]
Belize,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,14.15 [11.09-17.12]
Belize,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,17.3 [13.64-20.91]
Belize,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,11.03 [8.56-13.52]
Belize,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,27.66 [21.66-33.46]
Belize,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,33.44 [26.37-40.43]
Belize,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,21.87 [16.97-26.8]
Benin,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,21.56 [19.08-24.1]
Benin,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,21.26 [18.84-23.77]
Benin,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,21.86 [19.02-24.52]
Benin,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,51.39 [45.49-57.46]
Benin,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,55.73 [49.4-62.31]
Benin,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,47.44 [41.29-53.22]
Bhutan,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,36.55 [27.51-45.3]
Bhutan,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,38.9 [29.48-48.34]
Bhutan,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,33.9 [25.3-42.09]
Bhutan,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,50.72 [38.16-62.85]
Bhutan,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,51.85 [39.29-64.43]
Bhutan,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,49.36 [36.84-61.29]
Bolivia (Plurinational State of),Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,19.18 [15.29-23.29]
Bolivia (Plurinational State of),Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,21.4 [17.38-25.76]
Bolivia (Plurinational State of),Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,16.94 [13.27-20.89]
Bolivia (Plurinational State of),Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,23.19 [18.5-28.17]
Bolivia (Plurinational State of),Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,27.68 [22.48-33.32]
Bolivia (Plurinational State of),Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,18.94 [14.83-23.35]
Bosnia and Herzegovina,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,76.16 [53.7-101.9]
Bosnia and Herzegovina,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,76.72 [56.19-100.5]
Bosnia and Herzegovina,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,75.6 [50.25-103.1]
Bosnia and Herzegovina,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,37.72 [26.59-50.47]
Bosnia and Herzegovina,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,46.25 [33.87-60.58]
Bosnia and Herzegovina,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,30.09 [20-41.02]
Botswana,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,15.72 [12-19.48]
Botswana,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,13.47 [10.38-16.76]
Botswana,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,17.91 [13.54-22.43]
Botswana,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,32.16 [24.55-39.85]
Botswana,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,31.57 [24.34-39.29]
Botswana,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,31.92 [24.14-39.98]
Brazil,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,11.75 [8.96-14.77]
Brazil,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,13.8 [10.79-17.19]
Brazil,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,9.76 [7.17-12.51]
Brazil,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,11.25 [8.58-14.14]
Brazil,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,14.66 [11.46-18.26]
Brazil,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,8.38 [6.15-10.74]
Brunei Darussalam,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,4.9 [3.35-6.57]
Brunei Darussalam,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,6.01 [4.22-7.87]
Brunei Darussalam,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,3.73 [2.42-5.19]
Brunei Darussalam,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,7.26 [4.96-9.72]
Brunei Darussalam,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,8.66 [6.08-11.34]
Brunei Darussalam,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,5.82 [3.77-8.1]
Bulgaria,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,78.99 [54.2-121.7]
Bulgaria,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,83.77 [61.32-127.9]
Bulgaria,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,74.46 [47.54-118.3]
Bulgaria,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,34.83 [23.9-53.65]
Bulgaria,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,45.38 [33.22-69.29]
Bulgaria,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,25.68 [16.4-40.79]
Burkina Faso,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,20.73 [18.35-23.22]
Burkina Faso,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,20 [17.77-22.32]
Burkina Faso,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,21.47 [18.82-24.12]
Burkina Faso,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,66.22 [58.61-74.16]
Burkina Faso,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,73.24 [65.08-81.76]
Burkina Faso,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,60.68 [53.18-68.17]
Burundi,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,16.9 [15.11-18.64]
Burundi,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,18.04 [16.17-19.99]
Burundi,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,15.79 [14.01-17.59]
Burundi,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,45.21 [40.42-49.86]
Burundi,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,47.98 [43.01-53.16]
Burundi,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,42.25 [37.49-47.08]
Cabo Verde,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,26.51 [20.08-37.15]
Cabo Verde,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,24.74 [18.87-34.04]
Cabo Verde,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,28.26 [21.17-39.87]
Cabo Verde,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,40.08 [30.36-56.17]
Cabo Verde,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,46.92 [35.78-64.55]
Cabo Verde,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,35.36 [26.49-49.89]
Cambodia,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,20.95 [18.21-23.55]
Cambodia,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,22.69 [19.8-25.63]
Cambodia,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,19.29 [16.66-21.69]
Cambodia,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,36.75 [31.94-41.31]
Cambodia,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,45.21 [39.46-51.08]
Cambodia,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,30.61 [26.43-34.41]
Cameroon,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,20.72 [18.18-23.5]
Cameroon,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,22.8 [20.05-25.84]
Cameroon,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,18.64 [16.17-21.49]
Cameroon,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,49.62 [43.54-56.28]
Cameroon,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,56.79 [49.92-64.34]
Cameroon,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,42.99 [37.3-49.57]
Canada,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,7.7 [4.62-11.37]
Canada,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,9.02 [5.76-12.66]
Canada,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,6.4 [3.22-10.54]
Canada,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,3.73 [2.24-5.51]
Canada,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,5.06 [3.23-7.1]
Canada,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,2.49 [1.25-4.11]
Central African Republic,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,25.66 [22.89-28.48]
Central African Republic,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,25.81 [23.11-28.55]
Central African Republic,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,25.51 [22.33-28.49]
Central African Republic,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,54.89 [48.96-60.92]
Central African Republic,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,57.96 [51.9-64.12]
Central African Republic,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,51.2 [44.82-57.19]
Chad,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,24.13 [21.64-26.7]
Chad,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,26.08 [23.39-28.88]
Chad,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,22.18 [19.71-24.63]
Chad,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,70.46 [63.18-77.97]
Chad,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,78.72 [70.62-87.2]
Chad,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,62.88 [55.86-69.81]
Chile,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,11.62 [8.72-15.37]
Chile,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,13.85 [10.68-17.99]
Chile,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,9.43 [6.61-12.95]
Chile,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,8.68 [6.52-11.48]
Chile,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,12.02 [9.27-15.62]
Chile,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,5.8 [4.07-7.97]
China,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,40.42 [30.44-51.94]
China,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,38.18 [28.98-48.68]
China,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,42.8 [31.89-55.88]
China,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,32.61 [24.56-41.91]
