Country,Disease,Indicator,Year,Gender,Value
Bangladesh,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,13.77 [11.44-15.61]
Bangladesh,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,12.59 [10.57-14.16]
Bangladesh,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,15.61 [13.01-17.63]
Bangladesh,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,16.26 [13.52-18.44]
Bangladesh,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,14.99 [12.57-16.85]
Barbados,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,19.33 [11.37-28.19]
Barbados,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,19.24 [11.28-28.07]
Barbados,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,19.41 [11.46-28.32]
Barbados,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,10.27 [6.04-14.98]
Barbados,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,12.43 [7.29-18.13]
Barbados,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,8.63 [5.1-12.6]
Belarus,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.67 [0.86-2.63]
Belarus,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,2.55 [1.32-4.02]
Belarus,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.9 [0.46-1.42]
Belarus,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.17 [0.61-1.84]
Belarus,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.02 [1.05-3.19]
Belarus,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.49 [0.26-0.78]
Belgium,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,6.31 [2.35-11.53]
Belgium,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,5.79 [2.16-10.58]
Belgium,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,6.81 [2.54-12.45]
Belgium,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.16 [0.8-3.95]
Belgium,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.56 [0.95-4.68]
Belgium,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.85 [0.69-3.38]
Belize,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,9 [6.5-11.96]
Belize,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,9.96 [7.1-13.26]
Belize,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,8.04 [5.82-10.64]
Belize,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,17.44 [12.59-23.18]
Belize,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,19.3 [13.77-25.69]
Belize,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,15.57 [11.26-20.6]
Benin,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,70.24 [59.34-78.72]
Benin,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,70.39 [59.3-79.24]
Benin,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,70.1 [59.25-78.27]
Benin,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,92.5 [78.14-103.7]
Benin,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,104.8 [88.32-118]
Benin,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,83.25 [70.36-92.95]
Bhutan,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,15.04 [10.92-18.7]
Bhutan,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,13.77 [9.98-17.21]
Bhutan,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,16.49 [11.95-20.44]
Bhutan,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,19.73 [14.32-24.53]
Bhutan,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,17.92 [12.99-22.41]
Bhutan,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,22.01 [15.96-27.29]
Bolivia (Plurinational State of),Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,19.44 [14.32-25.09]
Bolivia (Plurinational State of),Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,20.85 [15.29-26.9]
Bolivia (Plurinational State of),Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,18.03 [13.34-23.05]
Bolivia (Plurinational State of),Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,20.85 [15.36-26.91]
Bolivia (Plurinational State of),Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,23.9 [17.53-30.83]
Bolivia (Plurinational State of),Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,18.14 [13.43-23.19]
Bosnia and Herzegovina,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,4.79 [3.33-6.22]
Bosnia and Herzegovina,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,4.76 [3.28-6.23]
Bosnia and Herzegovina,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,4.83 [3.36-6.26]
Bosnia and Herzegovina,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.59 [1.8-3.37]
Bosnia and Herzegovina,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,3.07 [2.12-4.03]
Bosnia and Herzegovina,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,2.21 [1.54-2.87]
Botswana,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,18.73 [13.58-23.75]
Botswana,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,20.38 [14.6-26]
Botswana,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,17.13 [12.39-21.8]
Botswana,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,30.79 [22.31-39.04]
Botswana,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,39.22 [28.11-50.05]
Botswana,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,25 [18.09-31.82]
Brazil,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,7.03 [3.72-11.73]
Brazil,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,6.94 [3.62-11.6]
Brazil,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,7.12 [3.88-11.9]
Brazil,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,6.83 [3.62-11.4]
Brazil,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,7.9 [4.12-13.21]
Brazil,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,5.97 [3.26-9.99]
Brunei Darussalam,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.56 [0.031-1.7]
Brunei Darussalam,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.65 [0.035-1.96]
Brunei Darussalam,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.47 [0.026-1.42]
Brunei Darussalam,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.01 [0.055-3.06]
Brunei Darussalam,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.29 [0.07-3.89]
Brunei Darussalam,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.77 [0.042-2.34]
Bulgaria,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,4.78 [2.29-9.45]
Bulgaria,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,5.61 [2.7-10.82]
Bulgaria,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,4 [1.89-8.12]
Bulgaria,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.68 [1.28-5.3]
Bulgaria,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,3.53 [1.7-6.81]
Bulgaria,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,2 [0.94-4.06]
Burkina Faso,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,55.09 [46.58-61.55]
Burkina Faso,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,54.9 [46.18-61.78]
Burkina Faso,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,55.27 [46.83-61.62]
Burkina Faso,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,90.49 [76.52-101.1]
Burkina Faso,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,100.6 [84.61-113.2]
Burkina Faso,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,83.67 [70.89-93.28]
Burundi,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,60.99 [51.96-68.19]
Burundi,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,63.45 [53.93-71.13]
Burundi,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,58.62 [49.99-65.3]
Burundi,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,75.97 [64.72-84.94]
Burundi,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,80.74 [68.64-90.52]
Burundi,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,71.69 [61.14-79.86]
Cabo Verde,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,23.44 [17.46-31.44]
Cabo Verde,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,25.06 [18.53-33.43]
Cabo Verde,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,21.84 [16.33-29.47]
Cabo Verde,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,32.53 [24.22-43.63]
Cabo Verde,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,43.36 [32.05-57.83]
Cabo Verde,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,25.19 [18.85-34.01]
Cambodia,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,28.73 [24.23-32.63]
Cambodia,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,28.47 [23.7-32.63]
Cambodia,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,28.98 [24.5-32.77]
Cambodia,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,45.03 [37.98-51.14]
Cambodia,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,48.34 [40.24-55.38]
Cambodia,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,42.43 [35.87-47.98]
Cameroon,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,69.19 [57.22-78.53]
Cameroon,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,75.31 [62.11-85.84]
Cameroon,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,63.06 [52.57-71.21]
Cameroon,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,96.73 [80-109.8]
Cameroon,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,110.2 [90.9-125.6]
Cameroon,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,84.71 [70.61-95.65]
Canada,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.95 [0.11-2.54]
Canada,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.87 [0.1-2.33]
Canada,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.02 [0.12-2.75]
Canada,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,0.41 [0.048-1.09]
Canada,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,0.45 [0.052-1.2]
Canada,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.37 [0.044-1]
Central African Republic,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,79.83 [67.92-89.04]
Central African Republic,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,81.34 [68.94-90.88]
Central African Republic,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,78.37 [66.78-87.34]
Central African Republic,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,83.33 [70.9-92.94]
Central African Republic,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,92.23 [78.17-103.1]
Central African Republic,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,76.34 [65.04-85.07]
Chad,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,130.3 [110.2-145.4]
Chad,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,136.5 [115.7-152.5]
Chad,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,124 [105.4-138.1]
Chad,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,139.4 [117.9-155.5]
Chad,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,154.2 [130.7-172.2]
Chad,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,126.2 [107.2-140.4]
Chile,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,6.15 [3.74-9.36]
Chile,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,6 [3.68-9.14]
Chile,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,6.29 [3.82-9.55]
Chile,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,4.28 [2.6-6.52]
Chile,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,5.37 [3.29-8.18]
Chile,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,3.5 [2.12-5.31]
China,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,6.79 [5.03-8.33]
China,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,6.82 [5.05-8.42]
China,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,6.76 [5.01-8.32]
China,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,6.24 [4.62-7.65]
China,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,6.81 [5.03-8.39]
China,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,5.74 [4.25-7.07]
Colombia,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,5 [2.95-7.26]
