Country,Indicator,Year,Gender,Value
Angola,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,0.85 [0.62-1.06]
Angola,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.13 [0.78-1.44]
Angola,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.64 [0.48-0.78]
Antigua and Barbuda,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.5 [0.27-0.78]
Antigua and Barbuda,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.59 [0.32-0.91]
Antigua and Barbuda,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.41 [0.22-0.65]
Antigua and Barbuda,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,0.52 [0.28-0.8]
Antigua and Barbuda,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,0.63 [0.34-0.97]
Antigua and Barbuda,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.47 [0.26-0.74]
Argentina,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,2.1 [0.99-3.62]
Argentina,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,2.83 [1.34-4.84]
Argentina,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.39 [0.66-2.41]
Argentina,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.72 [0.81-2.96]
Argentina,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.64 [1.25-4.52]
Argentina,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.03 [0.49-1.79]
Armenia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,8.57 [4.91-13.14]
Armenia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,14.81 [8.48-22.49]
Armenia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,3.02 [1.72-4.89]
Armenia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,6.22 [3.56-9.55]
Armenia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,12.14 [6.95-18.43]
Armenia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.95 [1.11-3.15]
Australia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.54 [0.63-2.92]
Australia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.85 [0.75-3.49]
Australia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.24 [0.51-2.35]
Australia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,0.88 [0.36-1.67]
Australia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.11 [0.45-2.1]
Australia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.69 [0.28-1.3]
Austria,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,3.51 [1.7-5.88]
Austria,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,4.41 [2.13-7.38]
Austria,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,2.65 [1.28-4.44]
Austria,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.77 [0.85-2.96]
Austria,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.37 [1.14-3.97]
Austria,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.28 [0.62-2.14]
Azerbaijan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.67 [0.8-3.08]
Azerbaijan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,2.58 [1.24-4.66]
Azerbaijan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.76 [0.36-1.49]
Azerbaijan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.77 [0.84-3.27]
Azerbaijan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,3.04 [1.46-5.49]
Azerbaijan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.73 [0.34-1.43]
Bahamas,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.09 [0.57-1.74]
Bahamas,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.57 [0.82-2.51]
Bahamas,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.62 [0.33-1]
Bahamas,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,0.98 [0.51-1.56]
Bahamas,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.61 [0.84-2.58]
Bahamas,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.51 [0.27-0.82]
Bahrain,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.4 [0.95-1.83]
Bahrain,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.59 [1.09-2.09]
Bahrain,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.08 [0.74-1.42]
Bahrain,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,3.99 [2.72-5.23]
Bahrain,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,5.3 [3.61-6.94]
Bahrain,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,2.54 [1.73-3.33]
Bangladesh,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,4.74 [3.72-5.64]
Bangladesh,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,7.06 [5.39-8.49]
Bangladesh,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,2.38 [1.95-2.76]
Bangladesh,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,6.99 [5.49-8.31]
Bangladesh,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,10.81 [8.25-13.01]
Bangladesh,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,3.19 [2.62-3.7]
Barbados,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,2.02 [1.1-3.06]
Barbados,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,2.32 [1.27-3.53]
Barbados,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.74 [0.95-2.62]
Barbados,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.2 [0.65-1.82]
Barbados,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.54 [0.85-2.35]
Barbados,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.9 [0.49-1.35]
Belarus,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,4.16 [2.13-7.29]
Belarus,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,7.68 [3.92-13.37]
Belarus,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.09 [0.55-1.97]
Belarus,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.52 [1.29-4.43]
Belarus,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,5.67 [2.9-9.88]
Belarus,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.54 [0.27-0.97]
Belgium,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,4.65 [2.27-7.74]
Belgium,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,6.63 [3.24-11.05]
Belgium,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,2.72 [1.33-4.53]
Belgium,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.36 [1.15-3.94]
Belgium,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,3.58 [1.75-5.97]
Belgium,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.37 [0.67-2.29]
Belize,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,2.32 [1.43-3.4]
Belize,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,3.55 [2.13-5.3]
Belize,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.1 [0.69-1.57]
Belize,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,4.27 [2.63-6.25]
Belize,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,6.64 [3.97-9.9]
Belize,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.9 [1.18-2.71]
Benin,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.27 [0.22-0.32]
Benin,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.28 [0.21-0.33]
Benin,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.27 [0.22-0.31]
Benin,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,0.57 [0.46-0.67]
Benin,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,0.62 [0.47-0.75]
Benin,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.53 [0.43-0.61]
Bhutan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,2.18 [1.4-2.9]
Bhutan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.86 [1.14-2.53]
Bhutan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,2.54 [1.63-3.32]
Bhutan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,3.23 [2.07-4.3]
Bhutan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.7 [1.65-3.67]
Bhutan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,3.87 [2.49-5.06]
Bolivia (Plurinational State of),Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1 [0.64-1.38]
Bolivia (Plurinational State of),Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.88 [0.54-1.27]
Bolivia (Plurinational State of),Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.11 [0.73-1.54]
Bolivia (Plurinational State of),"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.26 [0.8-1.75]
Bolivia (Plurinational State of),"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.18 [0.73-1.7]
Bolivia (Plurinational State of),"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.33 [0.87-1.83]
Bosnia and Herzegovina,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,19.47 [11.59-27.38]
Bosnia and Herzegovina,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,29.9 [17.65-42.44]
Bosnia and Herzegovina,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,9.43 [5.68-12.96]
Bosnia and Herzegovina,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,10.87 [6.47-15.29]
Bosnia and Herzegovina,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,18.43 [10.88-26.16]
Bosnia and Herzegovina,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,4.69 [2.82-6.44]
Botswana,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.78 [0.49-1.06]
Botswana,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.21 [0.75-1.69]
Botswana,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.35 [0.23-0.47]
Botswana,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.37 [0.87-1.88]
Botswana,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.5 [1.54-3.49]
Botswana,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.56 [0.36-0.74]
Brazil,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.62 [0.85-2.71]
Brazil,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.85 [0.94-3.13]
Brazil,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.39 [0.73-2.41]
Brazil,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.57 [0.82-2.62]
Brazil,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.03 [1.03-3.42]
Brazil,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.23 [0.64-2.12]
Brunei Darussalam,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.35 [0.058-0.84]
Brunei Darussalam,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.38 [0.063-0.91]
Brunei Darussalam,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.32 [0.052-0.76]
Brunei Darussalam,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,0.59 [0.098-1.42]
Brunei Darussalam,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,0.71 [0.12-1.69]
Brunei Darussalam,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.5 [0.082-1.19]
Bulgaria,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,8.28 [3.67-19.07]
Bulgaria,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,13.41 [6.03-29.97]
Bulgaria,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,3.43 [1.45-8.46]
Bulgaria,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,4.26 [1.89-9.81]
Bulgaria,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,7.49 [3.37-16.75]
Bulgaria,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.66 [0.7-4.08]
Burkina Faso,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.54 [0.43-0.63]
Burkina Faso,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.54 [0.41-0.65]
Burkina Faso,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.53 [0.43-0.62]
Burkina Faso,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.39 [1.1-1.64]
Burkina Faso,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.7 [1.29-2.05]
Burkina Faso,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.18 [0.96-1.37]
Burundi,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.45 [0.36-0.53]
Burundi,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.41 [0.31-0.49]
Burundi,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.49 [0.4-0.56]
Burundi,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.08 [0.87-1.26]
Burundi,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,0.96 [0.74-1.16]
Burundi,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.19 [0.97-1.36]
Cabo Verde,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.56 [0.36-0.82]
Cabo Verde,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.65 [0.41-0.97]
Cabo Verde,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.47 [0.31-0.69]
Cabo Verde,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,0.82 [0.53-1.21]
Cabo Verde,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.14 [0.73-1.71]
Cabo Verde,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.59 [0.39-0.86]
Cambodia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,4.37 [3.31-5.29]
Cambodia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,5.64 [4.12-6.97]
Cambodia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,3.15 [2.5-3.7]
Cambodia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,7.32 [5.54-8.87]
Cambodia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,11.29 [8.24-13.95]
Cambodia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,4.61 [3.65-5.4]
Cameroon,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.5 [0.39-0.59]
Cameroon,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.57 [0.44-0.69]
Cameroon,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.42 [0.34-0.48]
Cameroon,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.01 [0.8-1.2]
Cameroon,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.2 [0.91-1.45]
Cameroon,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.83 [0.68-0.96]
Canada,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.61 [0.45-3.43]
Canada,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.75 [0.49-3.74]
Canada,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.47 [0.41-3.14]
Canada,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,0.83 [0.23-1.78]
Canada,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,0.97 [0.27-2.07]
Canada,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.73 [0.2-1.55]
Central African Republic,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.54 [0.44-0.64]
Central African Republic,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.69 [0.53-0.83]
Central African Republic,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.4 [0.33-0.46]
Central African Republic,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.12 [0.89-1.31]
Central African Republic,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.56 [1.2-1.86]
Central African Republic,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.76 [0.63-0.87]
Chad,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.31 [0.25-0.36]
Chad,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.33 [0.26-0.4]
Chad,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.28 [0.23-0.32]
Chad,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,0.8 [0.64-0.93]
Chad,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,0.94 [0.73-1.12]
Chad,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.67 [0.55-0.77]
Chile,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,3.54 [1.85-6.26]
Chile,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,4.02 [2.09-7.1]
Chile,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,3.07 [1.59-5.42]
Chile,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.7 [1.41-4.78]
Chile,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,3.51 [1.82-6.2]
Chile,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,2.09 [1.08-3.69]
China,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,20.49 [13.44-26.76]
China,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,27.13 [17.7-36.16]
China,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,13.44 [9.04-17.46]
China,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,16.39 [10.75-21.41]
China,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,23.23 [15.16-30.97]
China,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,10.06 [6.77-13.07]
Colombia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,2.25 [1.15-3.62]
Colombia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,2.54 [1.3-4.15]
Colombia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.97 [1.01-3.09]
Colombia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.4 [1.23-3.86]
Colombia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,3 [1.53-4.89]
Colombia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.93 [0.99-3.03]
Comoros,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.58 [0.45-0.7]
Comoros,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.8 [0.6-0.98]
Comoros,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.36 [0.29-0.42]
Comoros,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.32 [1.02-1.58]
Comoros,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.94 [1.45-2.39]
Comoros,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.78 [0.63-0.9]
Congo,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.41 [0.31-0.49]
Congo,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.47 [0.34-0.59]
Congo,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.34 [0.27-0.4]
Congo,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,0.89 [0.68-1.07]
Congo,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.13 [0.82-1.4]
Congo,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.69 [0.55-0.8]
Costa Rica,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.17 [0.61-1.92]
Costa Rica,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.49 [0.78-2.43]
Costa Rica,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.86 [0.44-1.41]
Costa Rica,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.04 [0.54-1.7]
Costa Rica,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.42 [0.74-2.32]
Costa Rica,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.7 [0.36-1.15]
Côte d’Ivoire,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.47 [0.36-0.56]
Côte d’Ivoire,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.54 [0.4-0.66]
Côte d’Ivoire,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.39 [0.31-0.46]
Côte d’Ivoire,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.07 [0.82-1.28]
Côte d’Ivoire,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.08 [0.8-1.33]
Côte d’Ivoire,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.04 [0.82-1.22]
Croatia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,10.86 [5.22-19.96]
Croatia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,16.12 [7.86-29.2]
Croatia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,5.97 [2.76-11.34]
Croatia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,5.37 [2.58-9.86]
Croatia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,8.89 [4.34-16.1]
Croatia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,2.7 [1.25-5.12]
Cuba,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,11.94 [3.66-27.31]
Cuba,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,14.42 [4.65-32.96]
Cuba,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,9.46 [2.68-21.88]
