Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Greece,GRC,..,3.94256979062169,..,..,..,..,3.30112596768081,..,..,..,3.9092271407784,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Grenada,GRD,..,5.07116629812446,..,..,..,..,5.67778862182118,..,..,..,5.85597642799092,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Guatemala,GTM,..,12.5691542691078,..,..,..,..,15.2702954374445,..,..,..,16.1241799000554,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Guinea,GIN,..,6.98374383234585,..,..,..,..,8.49686422130374,..,..,..,8.76659121001158,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Guinea-Bissau,GNB,..,6.56112330195615,..,..,..,..,8.28575129888868,..,..,..,9.20610287326903,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Guyana,GUY,..,12.6516150842319,..,..,..,..,13.9410906888694,..,..,..,12.9406666905255,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Haiti,HTI,..,9.27834117299206,..,..,..,..,10.3566672167428,..,..,..,10.6268315967256,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Honduras,HND,..,16.2924637859788,..,..,..,..,18.7612067167716,..,..,..,17.885319118491,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Hungary,HUN,..,6.89637243972719,..,..,..,..,4.54410005508674,..,..,..,4.13719063874997,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Iceland,ISL,..,6.28965045843887,..,..,..,..,5.82459297325566,..,..,..,5.56091161354251,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,India,IND,..,9.27221013828608,..,..,..,..,9.696794964685,..,..,..,9.9006121614115,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Indonesia,IDN,..,6.60027517057905,..,..,..,..,5.04473675290412,..,..,..,4.74791485029487,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,"Iran, Islamic Rep.",IRN,..,15.6655048832303,..,..,..,..,11.6151208049467,..,..,..,10.6036644428042,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Iraq,IRQ,..,15.7167862490372,..,..,..,..,29.1134093492759,..,..,..,17.8103902558149,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Ireland,IRL,..,5.33088597715486,..,..,..,..,3.91249200952794,..,..,..,3.9095342520665,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Israel,ISR,..,5.86663503145044,..,..,..,..,4.1685711777156,..,..,..,4.23548509030735,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Italy,ITA,..,4.69713283053534,..,..,..,..,3.72884061667593,..,..,..,3.85670624309975,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Jamaica,JAM,..,10.8802518263121,..,..,..,..,11.4189954390816,..,..,..,11.729280289459,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Japan,JPN,..,7.93384249071784,..,..,..,..,5.27661045185498,..,..,..,4.91285957647839,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Jordan,JOR,..,11.883232507842,..,..,..,..,13.0671204459816,..,..,..,10.3837060486942,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Kazakhstan,KAZ,..,11.030544700011,..,..,..,..,9.92160776443485,..,..,..,8.19985364765381,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Kenya,KEN,..,6.40405486210557,..,..,..,..,9.88693688950024,..,..,..,10.8536088765901,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Kiribati,KIR,..,6.27595563605496,..,..,..,..,6.062927092235,..,..,..,5.56978611559355,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,"Korea, Dem. People’s Rep.",PRK,..,6.19782898701957,..,..,..,..,7.45893883619077,..,..,..,6.80565384652683,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,"Korea, Rep.",KOR,..,11.6929262260886,..,..,..,..,10.3210205864257,..,..,..,9.26079720632437,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Kuwait,KWT,..,20.0634856501037,..,..,..,..,18.4284869649112,..,..,..,13.5451957149019,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Kyrgyz Republic,KGZ,..,9.3981262663657,..,..,..,..,8.6351461140073,..,..,..,7.97238903608636,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Lao PDR,LAO,..,7.31559458255286,..,..,..,..,8.73618909968906,..,..,..,9.01654868295383,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Latvia,LVA,..,10.7977671954473,..,..,..,..,5.65483433311722,..,..,..,4.9656268353408,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Lebanon,LBN,..,8.59792333326466,..,..,..,..,6.8523604053503,..,..,..,5.89549332195732,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Lesotho,LSO,..,8.74516236620555,..,..,..,..,12.963464856312,..,..,..,12.7314607776223,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Liberia,LBR,..,6.4981061049496,..,..,..,..,8.28392336535804,..,..,..,9.91344023749502,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Libya,LBY,..,13.1527487329807,..,..,..,..,24.2729948437164,..,..,..,14.556827487362,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Lithuania,LTU,..,12.067912841299,..,..,..,..,6.91261389981482,..,..,..,5.43139588283383,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Luxembourg,LUX,..,7.23850366960034,..,..,..,..,6.64124501453251,..,..,..,6.04676085887135,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Madagascar,MDG,..,7.84072696329851,..,..,..,..,9.94301984241746,..,..,..,9.51518973411725,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Malawi,MWI,..,4.63134926532953,..,..,..,..,9.44398409854858,..,..,..,10.1643789420465,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Malaysia,MYS,..,11.4366410960417,..,..,..,..,9.20074125298712,..,..,..,8.41842161031946,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Maldives,MDV,..,6.72177652470022,..,..,..,..,6.80720177020977,..,..,..,6.66248674447325,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Mali,MLI,..,6.93401758895383,..,..,..,..,8.4864213808825,..,..,..,9.42341482317176,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Malta,MLT,..,3.75935515752611,..,..,..,..,3.19160701114444,..,..,..,3.25265750939782,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Mauritania,MRT,..,7.70906230627702,..,..,..,..,9.73766487345951,..,..,..,10.2224410871213,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Mauritius,MUS,..,6.58809733951872,..,..,..,..,5.0936509604332,..,..,..,4.35411519799515,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Mexico,MEX,..,11.9438326680772,..,..,..,..,10.1501120910894,..,..,..,10.4962551679616,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,"Micronesia, Fed. Sts.",FSM,..,9.54848946103793,..,..,..,..,8.59355660751819,..,..,..,7.80877881508904,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Moldova,MDA,..,7.80407552088097,..,..,..,..,6.47492173094629,..,..,..,6.04526188221804,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Mongolia,MNG,..,11.7233019609495,..,..,..,..,11.9702893405947,..,..,..,10.9744404544239,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Montenegro,MNE,..,7.01057993593011,..,..,..,..,4.62634297984439,..,..,..,4.48017883696707,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Morocco,MAR,..,10.9651808314416,..,..,..,..,7.84202640636561,..,..,..,6.9035818970584,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Mozambique,MOZ,..,6.76388057252241,..,..,..,..,8.44874301134599,..,..,..,9.39619580490294,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Myanmar,MMR,..,7.17593023352229,..,..,..,..,7.54213930977625,..,..,..,7.25817448066616,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Namibia,NAM,..,9.34601796805362,..,..,..,..,11.0994955408999,..,..,..,11.8124947057211,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Nepal,NPL,..,8.12005338821606,..,..,..,..,12.6240983565352,..,..,..,8.72184539648093,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Netherlands,NLD,..,3.68880567193247,..,..,..,..,4.91316916848526,..,..,..,5.76499055099377,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,New Zealand,NZL,..,5.9755909939698,..,..,..,..,5.75740216339442,..,..,..,6.04337155251318,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Nicaragua,NIC,..,11.373244612019,..,..,..,..,8.9155501254839,..,..,..,8.90956217157595,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Niger,NER,..,6.05510996325989,..,..,..,..,9.70836117250725,..,..,..,10.4722428619647,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Nigeria,NGA,..,5.84934653517057,..,..,..,..,7.85096365132438,..,..,..,7.66039943199942,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,North Macedonia,MKD,..,4.07856251854729,..,..,..,..,2.83670134142729,..,..,..,2.58451833357533,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Norway,NOR,..,5.49066211074471,..,..,..,..,5.39118137256179,..,..,..,5.59829045075369,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Oman,OMN,..,12.928197263351,..,..,..,..,11.6753125348594,..,..,..,10.4455851006983,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Pakistan,PAK,..,6.13363203894387,..,..,..,..,7.34153454702183,..,..,..,6.99617358473283,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Panama,PAN,..,11.9768153606898,..,..,..,..,9.41206641455462,..,..,..,8.77274038420363,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Papua New Guinea,PNG,..,6.70710985631182,..,..,..,..,7.48131216616037,..,..,..,7.3734407132877,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Paraguay,PRY,..,12.7915919121715,..,..,..,..,12.0612957960967,..,..,..,11.1075949803312,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Peru,PER,..,11.6187324785521,..,..,..,..,10.4292861697966,..,..,..,9.87633625552741,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Philippines,PHL,..,9.05080302841632,..,..,..,..,7.05717713067493,..,..,..,5.96919013955976,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Poland,POL,..,6.76408055010414,..,..,..,..,4.78514009020142,..,..,..,4.24088228218582,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Portugal,PRT,..,4.41784582168772,..,..,..,..,4.45365015553916,..,..,..,4.79371579293751,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Qatar,QAT,..,18.8021974273594,..,..,..,..,22.3382198747664,..,..,..,18.1595052295684,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Romania,ROU,..,5.49008166942381,..,..,..,..,3.65325852092211,..,..,..,3.63515880942512,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Russian Federation,RUS,..,12.5870054346734,..,..,..,..,8.24474366476383,..,..,..,6.79121723457985,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Rwanda,RWA,..,7.3387678083242,..,..,..,..,11.3621318660564,..,..,..,11.4263943162598,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Samoa,WSM,..,9.38948325915532,..,..,..,..,7.96926606103288,..,..,..,7.88275737702493,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Sao Tome and Principe,STP,..,5.80295603034907,..,..,..,..,11.023479888429,..,..,..,11.4148873749694,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Saudi Arabia,SAU,..,15.3216472958123,..,..,..,..,20.0974603722796,..,..,..,19.4592222972666,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Senegal,SEN,..,8.04101575947806,..,..,..,..,11.0720737786348,..,..,..,11.335051948198,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Serbia,SRB,..,4.59652826616871,..,..,..,..,3.10717491859178,..,..,..,2.37438662942997,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Seychelles,SYC,..,8.64805671250472,..,..,..,..,7.9760568051722,..,..,..,7.53426106067687,..
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,Sierra Leone,SLE,..,6.70653136099388,..,..,..,..,7.50999838399341,..,..,..,9.24984218649174,..
